"A","B","C","D"
"09100","09108","00830","K11154"
"09100","09108","00830","K15734"
"09100","09108","00830","K13369"
"09100","09108","00830","K00678"
"09100","09108","00830","K11155"
"09100","09108","00830","K11156"
"09100","09108","00830","K11157"
"09100","09108","00830","K11158"
"09100","09108","00830","K00061"
"09100","09108","00830","K00157"
"09100","09108","00830","K07249"
"09100","09108","00830","K07437"
"09100","09108","00830","K12664"
"09100","09108","00830","K12665"
"09100","09108","00830","K07408"
"09100","09108","00830","K07409"
"09100","09108","00830","K17683"
"09100","09108","00830","K07411"
"09100","09108","00830","K17709"
"09100","09108","00830","K07412"
"09100","09108","00830","K17718"
"09100","09108","00830","K17719"
"09100","09108","00830","K17720"
"09100","09108","00830","K07413"
"09100","09108","00830","K07420"
"09100","09108","00830","K17689"
"09100","09108","00830","K17690"
"09100","09108","00830","K17691"
"09100","09108","00830","K07424"
"09100","09108","00830","K07423"
"09100","09108","00830","K07425"
"09100","09108","00830","K00699"
"09100","09108","00830","K09516"
"09100","09108","00830","K17951"
"09100","09108","00860","K00643"
"09100","09108","00860","K01885"
"09100","09108","00860","K14163"
"09100","09108","00860","K02492"
"09100","09108","00860","K01845"
"09100","09108","00860","K01698"
"09100","09108","00860","K01749"
"09100","09108","00860","K01719"
"09100","09108","00860","K01599"
"09100","09108","00860","K00228"
"09100","09108","00860","K02495"
"09100","09108","00860","K00230"
"09100","09108","00860","K00231"
"09100","09108","00860","K08973"
"09100","09108","00860","K01772"
"09100","09108","00860","K00435"
"09100","09108","00860","K25033"
"09100","09108","00860","K13542"
"09100","09108","00860","K13543"
"09100","09108","00860","K02496"
"09100","09108","00860","K02302"
"09100","09108","00860","K02303"
"09100","09108","00860","K00589"
"09100","09108","00860","K02304"
"09100","09108","00860","K24866"
"09100","09108","00860","K03794"
"09100","09108","00860","K22225"
"09100","09108","00860","K22226"
"09100","09108","00860","K22227"
"09100","09108","00860","K24867"
"09100","09108","00860","K02257"
"09100","09108","00860","K02259"
"09100","09108","00860","K02190"
"09100","09108","00860","K03795"
"09100","09108","00860","K22011"
"09100","09108","00860","K03394"
"09100","09108","00860","K13540"
"09100","09108","00860","K02229"
"09100","09108","00860","K05934"
"09100","09108","00860","K13541"
"09100","09108","00860","K21479"
"09100","09108","00860","K05936"
"09100","09108","00860","K02189"
"09100","09108","00860","K02228"
"09100","09108","00860","K05895"
"09100","09108","00860","K02188"
"09100","09108","00860","K00595"
"09100","09108","00860","K02191"
"09100","09108","00860","K03399"
"09100","09108","00860","K06042"
"09100","09108","00860","K02224"
"09100","09108","00860","K02230"
"09100","09108","00860","K09882"
"09100","09108","00860","K09883"
"09100","09108","00860","K13786"
"09100","09108","00860","K00798"
"09100","09108","00860","K19221"
"09100","09108","00860","K02232"
"09100","09108","00860","K02227"
"09100","09108","00860","K02225"
"09100","09108","00860","K08260"
"09100","09108","00860","K02231"
"09100","09108","00860","K19712"
"09100","09108","00860","K02233"
"09100","09108","00860","K25496"
"09100","09108","00860","K22465"
"09100","09108","00860","K22466"
"09100","09108","00860","K25497"
"09100","09108","00860","K25498"
"09100","09108","00860","K25499"
"09100","09108","00860","K00768"
"09100","09108","00860","K02226"
"09100","09108","00860","K22316"
"09100","09108","00860","K16651"
"09100","09108","00860","K04720"
"09100","09108","00860","K04032"
"09100","09108","00860","K22012"
"09100","09108","00860","K21610"
"09100","09108","00860","K21611"
"09100","09108","00860","K21612"
"09100","09108","00860","K03403"
"09100","09108","00860","K03404"
"09100","09108","00860","K03405"
"09100","09108","00860","K03428"
"09100","09108","00860","K04034"
"09100","09108","00860","K04035"
"09100","09108","00860","K19073"
"09100","09108","00860","K21231"
"09100","09108","00860","K04036"
"09100","09108","00860","K00218"
"09100","09108","00860","K04037"
"09100","09108","00860","K04038"
"09100","09108","00860","K04039"
"09100","09108","00860","K04040"
"09100","09108","00860","K08099"
"09100","09108","00860","K13600"
"09100","09108","00860","K13606"
"09100","09108","00860","K18010"
"09100","09108","00860","K22013"
"09100","09108","00860","K13544"
"09100","09108","00860","K13071"
"09100","09108","00860","K13545"
"09100","09108","00860","K11333"
"09100","09108","00860","K11334"
"09100","09108","00860","K11335"
"09100","09108","00860","K11336"
"09100","09108","00860","K11337"
"09100","09108","00860","K10960"
"09100","09108","00860","K21058"
"09100","09108","00860","K13602"
"09100","09108","00860","K13601"
"09100","09108","00860","K13603"
"09100","09108","00860","K13604"
"09100","09108","00860","K13605"
"09100","09108","00860","K21312"
"09100","09108","00860","K07215"
"09100","09108","00860","K07226"
"09100","09108","00860","K07145"
"09100","09108","00860","K00510"
"09100","09108","00860","K21418"
"09100","09108","00860","K21480"
"09100","09108","00860","K00214"
"09100","09108","00860","K05901"
"09100","09108","00860","K23825"
"09100","09108","00860","K08100"
"09100","09108","00860","K00699"
"09100","09108","00860","K01195"
"09100","09108","00860","K05369"
"09100","09108","00860","K05370"
"09100","09108","00860","K08101"
"09100","09108","00860","K05371"
"09100","09108","00860","K21796"
"09100","09108","00860","K01764"
"09100","09108","00860","K13624"
"09100","09108","00860","K14735"
"09100","09108","00860","K19054"
"09100","09108","00860","K00522"
"09100","09108","00860","K13625"
"09100","09108","00860","K18495"
"09100","09108","00860","K03594"
"09100","09108","00860","K22336"
"09100","09108","00860","K22552"
"09100","09108","00130","K00815"
"09100","09108","00130","K00838"
"09100","09108","00130","K18606"
"09100","09108","00130","K00487"
"09100","09108","00130","K01904"
"09100","09108","00130","K01075"
"09100","09108","00130","K03181"
"09100","09108","00130","K18240"
"09100","09108","00130","K03179"
"09100","09108","00130","K03182"
"09100","09108","00130","K03186"
"09100","09108","00130","K18800"
"09100","09108","00130","K24844"
"09100","09108","00130","K24845"
"09100","09108","00130","K24843"
"09100","09108","00130","K00568"
"09100","09108","00130","K03185"
"09100","09108","00130","K03183"
"09100","09108","00130","K03184"
"09100","09108","00130","K06125"
"09100","09108","00130","K06126"
"09100","09108","00130","K00591"
"09100","09108","00130","K18586"
"09100","09108","00130","K06127"
"09100","09108","00130","K06134"
"09100","09108","00130","K28034"
"09100","09108","00130","K01851"
"09100","09108","00130","K02552"
"09100","09108","00130","K02361"
"09100","09108","00130","K02551"
"09100","09108","00130","K08680"
"09100","09108","00130","K02549"
"09100","09108","00130","K14759"
"09100","09108","00130","K01911"
"09100","09108","00130","K14760"
"09100","09108","00130","K01661"
"09100","09108","00130","K12073"
"09100","09108","00130","K19222"
"09100","09108","00130","K02548"
"09100","09108","00130","K23094"
"09100","09108","00130","K17872"
"09100","09108","00130","K23095"
"09100","09108","00130","K11782"
"09100","09108","00130","K18285"
"09100","09108","00130","K18286"
"09100","09108","00130","K20810"
"09100","09108","00130","K11783"
"09100","09108","00130","K18284"
"09100","09108","00130","K11784"
"09100","09108","00130","K11785"
"09100","09108","00130","K00355"
"09100","09108","00130","K03809"
"09100","09108","00130","K19267"
"09100","09108","00130","K10106"
"09100","09108","00130","K05357"
"09100","09108","00130","K00457"
"09100","09108","00130","K12501"
"09100","09108","00130","K12502"
"09100","09108","00130","K18534"
"09100","09108","00130","K09833"
"09100","09108","00130","K09834"
"09100","09108","00130","K05928"
"09100","09108","00130","K13565"
"09100","09108","00130","K24441"
"09100","09109","00900","K01662"
"09100","09109","00900","K00099"
"09100","09109","00900","K00991"
"09100","09109","00900","K12506"
"09100","09109","00900","K00919"
"09100","09109","00900","K01770"
"09100","09109","00900","K03526"
"09100","09109","00900","K03527"
"09100","09109","00900","K00626"
"09100","09109","00900","K01641"
"09100","09109","00900","K00021"
"09100","09109","00900","K00054"
"09100","09109","00900","K00869"
"09100","09109","00900","K00938"
"09100","09109","00900","K13273"
"09100","09109","00900","K01597"
"09100","09109","00900","K17942"
"09100","09109","00900","K06981"
"09100","09109","00900","K25517"
"09100","09109","00900","K09128"
"09100","09109","00900","K25518"
"09100","09109","00900","K03186"
"09100","09109","00900","K18689"
"09100","09109","00900","K18690"
"09100","09109","00900","K22813"
"09100","09109","00900","K01823"
"09100","09109","00900","K00787"
"09100","09109","00900","K00795"
"09100","09109","00900","K14066"
"09100","09109","00900","K00804"
"09100","09109","00900","K13789"
"09100","09109","00900","K13787"
"09100","09109","00900","K12503"
"09100","09109","00900","K15887"
"09100","09109","00900","K14215"
"09100","09109","00900","K21273"
"09100","09109","00900","K05355"
"09100","09109","00900","K21268"
"09100","09109","00900","K21274"
"09100","09109","00900","K21275"
"09100","09109","00900","K00805"
"09100","09109","00900","K24873"
"09100","09109","00900","K02523"
"09100","09109","00900","K05356"
"09100","09109","00900","K12504"
"09100","09109","00900","K12505"
"09100","09109","00900","K00806"
"09100","09109","00900","K11778"
"09100","09109","00900","K19177"
"09100","09109","00900","K28131"
"09100","09109","00900","K15888"
"09100","09109","00900","K10960"
"09100","09109","00900","K12742"
"09100","09109","00900","K05955"
"09100","09109","00900","K05954"
"09100","09109","00900","K08658"
"09100","09109","00900","K06013"
"09100","09109","00900","K00587"
"09100","09109","00900","K15889"
"09100","09109","00900","K05906"
"09100","09109","00900","K15890"
"09100","09109","00900","K15891"
"09100","09109","00900","K15892"
"09100","09109","00900","K15793"
"09100","09109","00902","K12467"
"09100","09109","00902","K21925"
"09100","09109","00902","K21069"
"09100","09109","00902","K20142"
"09100","09109","00902","K15086"
"09100","09109","00902","K22049"
"09100","09109","00902","K15087"
"09100","09109","00902","K05525"
"09100","09109","00902","K23810"
"09100","09109","00902","K15088"
"09100","09109","00902","K21926"
"09100","09109","00902","K15089"
"09100","09109","00902","K15090"
"09100","09109","00902","K15091"
"09100","09109","00902","K15092"
"09100","09109","00902","K15093"
"09100","09109","00902","K15094"
"09100","09109","00902","K15095"
"09100","09109","00902","K07381"
"09100","09109","00902","K07382"
"09100","09109","00902","K15096"
"09100","09109","00902","K07384"
"09100","09109","00902","K22050"
"09100","09109","00902","K15097"
"09100","09109","00902","K07385"
"09100","09109","00902","K18108"
"09100","09109","00902","K21120"
"09100","09109","00902","K22208"
"09100","09109","00902","K21938"
"09100","09109","00902","K15098"
"09100","09109","00902","K20979"
"09100","09109","00902","K20986"
"09100","09109","00902","K15099"
"09100","09109","00902","K23232"
"09100","09109","00902","K20144"
"09100","09109","00902","K23990"
"09100","09109","00902","K23862"
"09100","09109","00902","K20618"
"09100","09109","00902","K21373"
"09100","09109","00902","K21374"
"09100","09109","00902","K23276"
"09100","09109","00902","K13400"
"09100","09109","00909","K00801"
"09100","09109","00909","K00511"
"09100","09109","00909","K15793"
"09100","09109","00909","K15891"
"09100","09109","00909","K14173"
"09100","09109","00909","K14174"
"09100","09109","00909","K22064"
"09100","09109","00909","K12645"
"09100","09109","00909","K14175"
"09100","09109","00909","K10156"
"09100","09109","00909","K14176"
"09100","09109","00909","K21984"
"09100","09109","00909","K14177"
"09100","09109","00909","K15794"
"09100","09109","00909","K15795"
"09100","09109","00909","K15796"
"09100","09109","00909","K15797"
"09100","09109","00909","K12249"
"09100","09109","00909","K14178"
"09100","09109","00909","K15798"
"09100","09109","00909","K15799"
"09100","09109","00909","K14179"
"09100","09109","00909","K21927"
"09100","09109","00909","K15800"
"09100","09109","00909","K20561"
"09100","09109","00909","K15801"
"09100","09109","00909","K15802"
"09100","09109","00909","K15803"
"09100","09109","00909","K10187"
"09100","09109","00909","K14180"
"09100","09109","00909","K15804"
"09100","09109","00909","K15805"
"09100","09109","00909","K14181"
"09100","09109","00909","K14182"
"09100","09109","00909","K15472"
"09100","09109","00909","K15806"
"09100","09109","00909","K18109"
"09100","09109","00909","K15807"
"09100","09109","00909","K18110"
"09100","09109","00909","K15808"
"09100","09109","00909","K14184"
"09100","09109","00909","K18111"
"09100","09109","00909","K18112"
"09100","09109","00909","K14185"
"09100","09109","00909","K14186"
"09100","09109","00909","K12250"
"09100","09109","00909","K15907"
"09100","09109","00909","K14183"
"09100","09109","00909","K22065"
"09100","09109","00909","K15809"
"09100","09109","00909","K26054"
"09100","09109","00909","K06045"
"09100","09109","00909","K15810"
"09100","09109","00909","K15811"
"09100","09109","00909","K15812"
"09100","09109","00909","K19010"
"09100","09109","00909","K15815"
"09100","09109","00909","K15813"
"09100","09109","00909","K20658"
"09100","09109","00909","K21928"
"09100","09109","00909","K15814"
"09100","09109","00909","K15816"
"09100","09109","00909","K20659"
"09100","09109","00909","K15817"
"09100","09109","00909","K15818"
"09100","09109","00909","K15819"
"09100","09109","00909","K15820"
"09100","09109","00909","K16204"
"09100","09109","00909","K16205"
"09100","09109","00909","K16206"
"09100","09109","00909","K15821"
"09100","09109","00909","K15822"
"09100","09109","00909","K15823"
"09100","09109","00909","K19011"
"09100","09109","00909","K16207"
"09100","09109","00904","K04120"
"09100","09109","00904","K04121"
"09100","09109","00904","K20657"
"09100","09109","00904","K27636"
"09100","09109","00904","K04122"
"09100","09109","00904","K21292"
"09100","09109","00904","K04123"
"09100","09109","00904","K05282"
"09100","09109","00904","K04124"
"09100","09109","00904","K04125"
"09100","09109","00904","K20666"
