"A","B","C","D"
"09130","09133","04080","K05248"
"09130","09133","04080","K24267"
"09130","09133","04080","K04241"
"09130","09133","04080","K05242"
"09130","09133","04080","K04226"
"09130","09133","04080","K04227"
"09130","09133","04080","K04228"
"09130","09133","04080","K01313"
"09130","09133","04080","K01319"
"09130","09133","04080","K01352"
"09130","09133","04080","K01315"
"09130","09133","04080","K01312"
"09130","09133","04080","K03914"
"09130","09133","04080","K04234"
"09130","09133","04080","K04235"
"09130","09133","04080","K04236"
"09130","09133","04080","K05269"
"09130","09133","04080","K04314"
"09130","09133","04080","K05229"
"09130","09133","04080","K04320"
"09130","09133","04080","K05054"
"09130","09133","04080","K05250"
"09130","09133","04080","K08522"
"09130","09133","04080","K04247"
"09130","09133","04080","K08521"
"09130","09133","04080","K04248"
"09130","09133","04080","K05251"
"09130","09133","04080","K25483"
"09130","09133","04080","K25484"
"09130","09133","04080","K04249"
"09130","09133","04080","K04332"
"09130","09133","04080","K04258"
"09130","09133","04080","K04259"
"09130","09133","04080","K04260"
"09130","09133","04080","K04261"
"09130","09133","04080","K04262"
"09130","09133","04080","K04263"
"09130","09133","04080","K04264"
"09130","09133","04080","K04265"
"09130","09133","04080","K04266"
"09130","09133","04080","K04267"
"09130","09133","04080","K04268"
"09130","09133","04080","K04269"
"09130","09133","04080","K04270"
"09130","09133","04080","K04271"
"09130","09133","04080","K04272"
"09130","09133","04080","K04273"
"09130","09133","04080","K04274"
"09130","09133","04080","K04299"
"09130","09133","04080","K08386"
"09130","09133","04080","K08387"
"09130","09133","04080","K08388"
"09130","09133","04080","K04276"
"09130","09133","04080","K04277"
"09130","09133","04080","K04278"
"09130","09133","04080","K04279"
"09130","09133","04080","K05252"
"09130","09133","04080","K04280"
"09130","09133","04080","K05253"
"09130","09133","04080","K04282"
"09130","09133","04080","K04285"
"09130","09133","04080","K04286"
"09130","09133","04080","K04287"
"09130","09133","04080","K04289"
"09130","09133","04080","K04291"
"09130","09133","04080","K04294"
"09130","09133","04080","K04275"
"09130","09133","04080","K04288"
"09130","09133","04080","K04292"
"09130","09133","04080","K04290"
"09130","09133","04080","K04293"
"09130","09133","04080","K04295"
"09130","09133","04080","K04296"
"09130","09133","04080","K04297"
"09130","09133","04080","K04303"
"09130","09133","04080","K21998"
"09130","09133","04080","K22000"
"09130","09133","04080","K21999"
"09130","09133","04080","K22001"
"09130","09133","04080","K04306"
"09130","09133","04080","K04307"
"09130","09133","04080","K08397"
"09130","09133","04080","K08398"
"09130","09133","04080","K04322"
"09130","09133","04080","K04323"
"09130","09133","04080","K12332"
"09130","09133","04080","K12333"
"09130","09133","04080","K25343"
"09130","09133","04080","K08039"
"09130","09133","04080","K04576"
"09130","09133","04080","K04577"
"09130","09133","04080","K05256"
"09130","09133","04080","K23142"
"09130","09133","04080","K05257"
"09130","09133","04080","K04578"
"09130","09133","04080","K04579"
"09130","09133","04080","K05258"
"09130","09133","04080","K04580"
"09130","09133","04080","K05259"
"09130","09133","04080","K04583"
"09130","09133","04080","K04581"
"09130","09133","04080","K04582"
"09130","09133","04080","K05260"
"09130","09133","04080","K04584"
"09130","09133","04080","K05261"
"09130","09133","04080","K23143"
"09130","09133","04080","K04585"
"09130","09133","04080","K04586"
"09130","09133","04080","K05262"
"09130","09133","04080","K04587"
"09130","09133","04080","K05263"
"09130","09133","04080","K04588"
"09130","09133","04080","K05264"
"09130","09133","04080","K04589"
"09130","09133","04080","K04590"
"09130","09133","04080","K04603"
"09130","09133","04080","K04605"
"09130","09133","04080","K04606"
"09130","09133","04080","K04607"
"09130","09133","04080","K04604"
"09130","09133","04080","K04608"
"09130","09133","04080","K04609"
"09130","09133","04080","K04610"
"09130","09133","04080","K04615"
"09130","09133","04080","K04617"
"09130","09133","04080","K26169"
"09130","09133","04080","K26170"
"09130","09133","04080","K05208"
"09130","09133","04080","K05209"
"09130","09133","04080","K05210"
"09130","09133","04080","K05211"
"09130","09133","04080","K05212"
"09130","09133","04080","K05213"
"09130","09133","04080","K05214"
"09130","09133","04080","K05175"
"09130","09133","04080","K05181"
"09130","09133","04080","K05184"
"09130","09133","04080","K05185"
"09130","09133","04080","K05186"
"09130","09133","04080","K05189"
"09130","09133","04080","K05190"
"09130","09133","04080","K05192"
"09130","09133","04080","K23681"
"09130","09133","04080","K23682"
"09130","09133","04080","K25367"
"09130","09133","04080","K25368"
"09130","09133","04080","K25369"
"09130","09133","04080","K25370"
"09130","09133","04080","K04803"
"09130","09133","04080","K04804"
"09130","09133","04080","K04805"
"09130","09133","04080","K04806"
"09130","09133","04080","K04807"
"09130","09133","04080","K04808"
"09130","09133","04080","K04809"
"09130","09133","04080","K04810"
"09130","09133","04080","K04811"
"09130","09133","04080","K04812"
"09130","09133","04080","K04813"
"09130","09133","04080","K04814"
"09130","09133","04080","K04815"
"09130","09133","04080","K04816"
"09130","09133","04080","K04817"
"09130","09133","04080","K04818"
"09130","09133","04080","K05215"
"09130","09133","04080","K05216"
"09130","09133","04080","K05217"
"09130","09133","04080","K05218"
"09130","09133","04080","K05219"
"09130","09133","04080","K05220"
"09130","09133","04080","K05221"
"09130","09133","04080","K05197"
"09130","09133","04080","K05198"
"09130","09133","04080","K05199"
"09130","09133","04080","K05200"
"09130","09133","04080","K05201"
"09130","09133","04080","K05202"
"09130","09133","04080","K05203"
"09130","09133","04080","K05204"
"09130","09133","04080","K05205"
"09130","09133","04080","K05206"
"09130","09133","04080","K05207"
"09130","09133","04080","K05193"
"09130","09133","04080","K05194"
"09130","09133","04080","K05195"
"09130","09133","04080","K05196"
"09130","09133","04080","K05222"
"09130","09133","04080","K05770"
"09130","09133","04080","K05771"
"09130","09133","04080","K05438"
"09130","09133","04080","K05080"
"09130","09133","04080","K05547"
"09130","09133","04080","K08362"
"09130","09133","04080","K05424"
"09130","09133","04080","K05062"
"09130","09133","04080","K05439"
"09130","09133","04080","K05081"
"09130","09133","04080","K17278"
"09130","09133","04080","K26171"
"09130","09133","04081","K05253"
"09130","09133","04081","K04282"
"09130","09133","04081","K04634"
"09130","09133","04081","K04635"
"09130","09133","04081","K04636"
"09130","09133","04081","K04637"
"09130","09133","04081","K04536"
"09130","09133","04081","K04537"
"09130","09133","04081","K07825"
"09130","09133","04081","K04538"
"09130","09133","04081","K04539"
"09130","09133","04081","K07826"
"09130","09133","04081","K04540"
"09130","09133","04081","K04541"
"09130","09133","04081","K04542"
"09130","09133","04081","K04543"
"09130","09133","04081","K04544"
"09130","09133","04081","K04545"
"09130","09133","04081","K04546"
"09130","09133","04081","K04347"
"09130","09133","04081","K04547"
"09130","09133","04081","K04548"
"09130","09133","04081","K04549"
"09130","09133","04081","K05858"
"09130","09133","04081","K05260"
"09130","09133","04081","K04584"
"09130","09133","04081","K04632"
"09130","09133","04081","K08041"
"09130","09133","04081","K08042"
"09130","09133","04081","K08043"
"09130","09133","04081","K08044"
"09130","09133","04081","K08045"
"09130","09133","04081","K08046"
"09130","09133","04081","K08047"
"09130","09133","04081","K08048"
"09130","09133","04081","K08049"
"09130","09133","04081","K04345"
"09130","09133","04081","K05237"
"09130","09133","04081","K04217"
"09130","09133","04081","K04218"
"09130","09133","04081","K04219"
"09130","09133","04081","K04220"
"09130","09133","04081","K04221"
"09130","09133","04081","K04630"
"09130","09133","04081","K04534"
"09130","09133","04081","K05252"
"09130","09133","04081","K04280"
"09130","09133","04081","K05256"
"09130","09133","04081","K23142"
"09130","09133","04081","K05257"
"09130","09133","04081","K04578"
"09130","09133","04081","K04579"
"09130","09133","04081","K05269"
"09130","09133","04081","K04314"
"09130","09133","04081","K05246"
"09130","09133","04081","K04238"
"09130","09133","04081","K04239"
"09130","09133","04081","K05229"
"09130","09133","04081","K04320"
"09130","09133","04081","K05054"
"09130","09133","04081","K05243"
"09130","09133","04081","K04229"
"09130","09133","04081","K05242"
"09130","09133","04081","K04226"
"09130","09133","04081","K04227"
"09130","09133","04081","K04228"
"09130","09133","04081","K05228"
"09130","09133","04081","K18832"
"09130","09133","04081","K15840"
"09130","09133","04081","K25696"
"09130","09133","04081","K04213"
"09130","09133","04081","K04214"
"09130","09133","04081","K04215"
"09130","09133","04081","K04216"
"09130","09133","04081","K05251"
"09130","09133","04081","K08522"
"09130","09133","04081","K04249"
"09130","09133","04081","K05438"
"09130","09133","04081","K05080"
"09130","09133","04081","K04447"
"09130","09133","04081","K11223"
"09130","09133","04081","K11224"
"09130","09133","04081","K05250"
"09130","09133","04081","K04247"
"09130","09133","04081","K08014"
"09130","09133","04081","K04351"
"09130","09133","04081","K08521"
"09130","09133","04081","K04248"
"09130","09133","04081","K04199"
"09130","09133","04081","K04200"
"09130","09133","04081","K04201"
"09130","09133","04081","K04202"
"09130","09133","04081","K04203"
"09130","09133","04081","K05439"
"09130","09133","04081","K05081"
"09130","09133","04081","K04692"
"09130","09133","04081","K08231"
"09130","09133","04081","K08187"
"09130","09133","04081","K08747"
"09130","09133","04081","K05547"
"09130","09133","04081","K08362"
"09130","09133","04081","K01562"
"09130","09133","04081","K17904"
"09130","09133","04081","K06487"
"09130","09133","04081","K06493"
"09130","09133","04081","K05704"
"09130","09133","04081","K12332"
"09130","09133","04081","K04576"
"09130","09133","04081","K05261"
"09130","09133","04081","K22608"
"09130","09133","04081","K04585"
"09130","09133","04081","K12334"
"09130","09133","04081","K12335"
"09130","09133","04081","K12336"
"09130","09133","04081","K12323"
"09130","09133","04081","K12324"
"09130","09133","04081","K12325"
"09130","09133","04081","K07376"
"09130","09133","04081","K19477"
"09130","09133","04081","K04135"
"09130","09133","04081","K04136"
"09130","09133","04081","K04137"
"09130","09133","04081","K04138"
"09130","09133","04081","K04139"
"09130","09133","04081","K04140"
"09130","09133","04081","K04141"
"09130","09133","04081","K04142"
"09130","09133","04081","K04143"
"09130","09133","04081","K04144"
"09130","09133","04081","K04145"
"09130","09133","04081","K04146"
"09130","09133","04081","K04147"
"09130","09133","04081","K05840"
"09130","09133","04081","K09821"
"09130","09133","04081","K04166"
"09130","09133","04081","K04167"
"09130","09133","04081","K13240"
"09130","09133","04081","K23106"
"09130","09133","04081","K14685"
"09130","09133","04081","K14735"
"09130","09133","04081","K05459"
"09130","09133","04081","K13769"
"09130","09133","04081","K05087"
"09130","09133","04081","K16172"
"09130","09133","04081","K07187"
"09130","09133","04081","K17445"
"09130","09133","04081","K17446"
"09130","09133","04081","K00922"
"09130","09133","04081","K02649"
"09130","09133","04081","K04526"
"09130","09133","04081","K04527"
"09130","09133","04081","K05259"
"09130","09133","04081","K04583"
"09130","09133","04081","K08039"
"09130","09133","04081","K08447"
"09130","09133","04081","K08448"
"09130","09133","04081","K08449"
"09130","09133","04081","K05437"
"09130","09133","04081","K05079"
"09130","09133","04081","K05254"
"09130","09133","04081","K04284"
"09130","09133","04081","K13768"
"09130","09133","04081","K04195"
"09130","09133","04081","K04346"
"09130","09133","04081","K04639"
"09130","09133","04081","K04513"
"09130","09133","04081","K05226"
"09130","09133","04081","K04194"
"09130","09133","04081","K25556"
"09130","09133","04081","K12320"
"09130","09133","04081","K05258"
"09130","09133","04081","K04580"
"09130","09133","04081","K04581"
"09130","09133","04081","K05264"
"09130","09133","04081","K04589"
"09130","09133","04081","K04590"
"09130","09133","04081","K05265"
"09130","09133","04081","K05266"
"09130","09133","04081","K04665"
"09130","09133","04081","K04672"
"09130","09133","04081","K04675"
"09130","09133","04081","K04673"
"09130","09133","04081","K13578"
"09130","09133","04081","K04676"
"09130","09133","04081","K16790"
"09130","09133","04081","K16791"
"09130","09133","04081","K04501"
"09130","09133","04081","K08550"
"09130","09133","04081","K08551"
"09130","09133","04081","K04246"
"09130","09133","04081","K07296"
"09130","09133","04081","K07297"
"09130","09133","04081","K08733"
"09130","09133","04081","K07298"
"09130","09133","04081","K05424"
"09130","09133","04081","K05062"
"09130","09133","04081","K06854"
"09130","09133","04081","K05082"
"09130","09133","04060","K05514"
"09130","09133","04060","K13072"
"09130","09133","04060","K05512"
"09130","09133","04060","K16062"
"09130","09133","04060","K05408"
"09130","09133","04060","K12964"
"09130","09133","04060","K21083"
"09130","09133","04060","K21095"
"09130","09133","04060","K12499"
"09130","09133","04060","K16596"
"09130","09133","04060","K22671"
"09130","09133","04060","K21092"
"09130","09133","04060","K21093"
"09130","09133","04060","K05511"
"09130","09133","04060","K16595"
"09130","09133","04060","K05510"
"09130","09133","04060","K05509"
"09130","09133","04060","K14624"
"09130","09133","04060","K16597"
"09130","09133","04060","K21097"
"09130","09133","04060","K21096"
"09130","09133","04060","K16598"
"09130","09133","04060","K05513"
"09130","09133","04060","K21094"
"09130","09133","04060","K14625"
"09130","09133","04060","K05505"
"09130","09133","04060","K05506"
"09130","09133","04060","K10030"
"09130","09133","04060","K10029"
"09130","09133","04060","K05407"
"09130","09133","04060","K05416"
"09130","09133","04060","K12671"
"09130","09133","04060","K12672"
"09130","09133","04060","K10032"
"09130","09133","04060","K10031"
"09130","09133","04060","K10035"
"09130","09133","04060","K10033"
"09130","09133","04060","K10034"
"09130","09133","04060","K22627"
"09130","09133","04060","K05507"
"09130","09133","04060","K05508"
"09130","09133","04060","K05429"
"09130","09133","04060","K05430"
"09130","09133","04060","K05431"
"09130","09133","04060","K05432"
"09130","09133","04060","K05433"
"09130","09133","04060","K05434"
"09130","09133","04060","K05436"
"09130","09133","04060","K04736"
"09130","09133","04060","K05428"
"09130","09133","04060","K05427"
"09130","09133","04060","K05435"
"09130","09133","04060","K05437"
"09130","09133","04060","K05438"
"09130","09133","04060","K05439"
"09130","09133","04060","K06854"
"09130","09133","04060","K05423"
"09130","09133","04060","K05424"
"09130","09133","04060","K05405"
"09130","09133","04060","K05417"
"09130","09133","04060","K05406"
"09130","09133","04060","K05425"
"09130","09133","04060","K05426"
"09130","09133","04060","K22629"
"09130","09133","04060","K24476"
"09130","09133","04060","K22631"
"09130","09133","04060","K05421"
"09130","09133","04060","K05420"
"09130","09133","04060","K05422"
"09130","09133","04060","K24382"
"09130","09133","04060","K05419"
"09130","09133","04060","K05418"
"09130","09133","04060","K05443"
"09130","09133","04060","K05444"
"09130","09133","04060","K22667"
"09130","09133","04060","K22668"
"09130","09133","04060","K05445"
"09130","09133","04060","K05446"
"09130","09133","04060","K22669"
"09130","09133","04060","K05447"
"09130","09133","04060","K05414"
"09130","09133","04060","K05415"
"09130","09133","04060","K05440"
"09130","09133","04060","K05441"
"09130","09133","04060","K05442"
"09130","09133","04060","K04687"
"09130","09133","04060","K04383"
"09130","09133","04060","K04519"
"09130","09133","04060","K05481"
"09130","09133","04060","K05483"
"09130","09133","04060","K05484"
"09130","09133","04060","K05486"
"09130","09133","04060","K05487"
"09130","09133","04060","K05488"
"09130","09133","04060","K05485"
"09130","09133","04060","K05482"
"09130","09133","04060","K12967"
"09130","09133","04060","K05489"
"09130","09133","04060","K05494"
"09130","09133","04060","K05490"
"09130","09133","04060","K05491"
"09130","09133","04060","K05492"
"09130","09133","04060","K05493"
"09130","09133","04060","K22628"
"09130","09133","04060","K22632"
"09130","09133","04060","K22633"
"09130","09133","04060","K05453"
"09130","09133","04060","K03156"
"09130","09133","04060","K05468"
"09130","09133","04060","K03157"
"09130","09133","04060","K05477"
"09130","09133","04060","K04389"
"09130","09133","04060","K05478"
"09130","09133","04060","K04721"
"09130","09133","04060","K05480"
"09130","09133","04060","K05451"
"09130","09133","04060","K02582"
"09130","09133","04060","K05473"
"09130","09133","04060","K05474"
"09130","09133","04060","K05470"
"09130","09133","04060","K05471"
"09130","09133","04060","K03161"
"09130","09133","04060","K05472"
"09130","09133","04060","K05469"
"09130","09133","04060","K05479"
"09130","09133","04060","K05475"
"09130","09133","04060","K05476"
"09130","09133","04060","K13375"
"09130","09133","04060","K13376"
"09130","09133","04060","K13377"
"09130","09133","04060","K05504"
"09130","09133","04060","K05503"
"09130","09133","04060","K22670"
"09130","09133","04060","K05500"
"09130","09133","04060","K05496"
"09130","09133","04060","K22674"
"09130","09133","04060","K22679"
"09130","09133","04060","K05497"
"09130","09133","04060","K04667"
"09130","09133","04060","K22687"
"09130","09133","04060","K05495"
"09130","09133","04060","K22672"
"09130","09133","04060","K04666"
"09130","09133","04060","K22673"
"09130","09133","04060","K22688"
"09130","09133","04060","K22689"
"09130","09133","04060","K04665"
"09130","09133","04060","K21283"
"09130","09133","04060","K04662"
"09130","09133","04060","K04664"
"09130","09133","04060","K20012"
"09130","09133","04060","K20013"
"09130","09133","04060","K05498"
"09130","09133","04060","K04663"
"09130","09133","04060","K16620"
"09130","09133","04060","K16621"
"09130","09133","04060","K16622"
"09130","09133","04060","K04183"
"09130","09133","04060","K04184"
"09130","09133","04060","K04186"
"09130","09133","04060","K04182"
"09130","09133","04060","K04179"
"09130","09133","04060","K04180"
"09130","09133","04060","K04178"
"09130","09133","04060","K04177"
"09130","09133","04060","K04176"
"09130","09133","04060","K04185"
"09130","09133","04060","K04181"
"09130","09133","04060","K04175"
"09130","09133","04060","K05050"
"09130","09133","04060","K04188"
"09130","09133","04060","K04190"
"09130","09133","04060","K04189"
"09130","09133","04060","K04304"
"09130","09133","04060","K04191"
"09130","09133","04060","K04193"
"09130","09133","04060","K04192"
"09130","09133","04060","K05068"
"09130","09133","04060","K05069"
"09130","09133","04060","K05070"
"09130","09133","04060","K05071"
"09130","09133","04060","K05072"
"09130","09133","04060","K05073"
"09130","09133","04060","K05074"
"09130","09133","04060","K05075"
"09130","09133","04060","K05078"
"09130","09133","04060","K04737"
"09130","09133","04060","K04738"
"09130","09133","04060","K05067"
"09130","09133","04060","K05066"
"09130","09133","04060","K05076"
"09130","09133","04060","K05077"
"09130","09133","04060","K05079"
"09130","09133","04060","K05080"
"09130","09133","04060","K05081"
"09130","09133","04060","K05082"
"09130","09133","04060","K05061"
"09130","09133","04060","K05062"
"09130","09133","04060","K05055"
"09130","09133","04060","K05060"
"09130","09133","04060","K05056"
"09130","09133","04060","K05063"
"09130","09133","04060","K05064"
"09130","09133","04060","K05065"
"09130","09133","04060","K19598"
"09130","09133","04060","K22630"
"09130","09133","04060","K05059"
"09130","09133","04060","K05058"
"09130","09133","04060","K05057"
"09130","09133","04060","K05134"
"09130","09133","04060","K05135"
"09130","09133","04060","K05136"
"09130","09133","04060","K05137"
"09130","09133","04060","K05138"
"09130","09133","04060","K05140"
"09130","09133","04060","K05130"
"09130","09133","04060","K05131"
"09130","09133","04060","K05132"
"09130","09133","04060","K05133"
"09130","09133","04060","K04386"
"09130","09133","04060","K04723"
"09130","09133","04060","K04387"
"09130","09133","04060","K05172"
"09130","09133","04060","K05173"
"09130","09133","04060","K05174"
"09130","09133","04060","K05171"
"09130","09133","04060","K05164"
"09130","09133","04060","K05166"
"09130","09133","04060","K05165"
"09130","09133","04060","K05168"
"09130","09133","04060","K06454"
"09130","09133","04060","K05090"
"09130","09133","04060","K03158"
"09130","09133","04060","K05141"
"09130","09133","04060","K03159"
"09130","09133","04060","K05152"
"09130","09133","04060","K05143"
"09130","09133","04060","K04390"
"09130","09133","04060","K05160"
"09130","09133","04060","K04722"
"09130","09133","04060","K22701"
"09130","09133","04060","K22702"
"09130","09133","04060","K05157"
"09130","09133","04060","K05162"
"09130","09133","04060","K05163"
"09130","09133","04060","K02583"
"09130","09133","04060","K05148"
"09130","09133","04060","K05147"
"09130","09133","04060","K05149"
"09130","09133","04060","K05144"
"09130","09133","04060","K05145"
"09130","09133","04060","K03160"
"09130","09133","04060","K05146"
"09130","09133","04060","K05142"
"09130","09133","04060","K05154"
"09130","09133","04060","K05153"
"09130","09133","04060","K05150"
"09130","09133","04060","K05151"
"09130","09133","04060","K05155"
"09130","09133","04060","K05156"
"09130","09133","04060","K26541"
"09130","09133","04060","K04674"
"09130","09133","04060","K04388"
"09130","09133","04060","K13594"
"09130","09133","04060","K04670"
"09130","09133","04060","K04671"
"09130","09133","04060","K13596"
"09130","09133","04060","K13567"
"09130","09133","04060","K13568"
"09130","09133","04060","K04675"
"09130","09133","04060","K04672"
"09130","09133","04060","K04673"
"09130","09133","04060","K13578"
"09130","09133","04061","K23381"
"09130","09133","04061","K22784"
"09130","09133","04061","K23382"
"09130","09133","04061","K21538"
"09130","09133","04061","K22973"
"09130","09133","04061","K12499"
"09130","09133","04061","K05408"
"09130","09133","04061","K16596"
"09130","09133","04061","K22671"
"09130","09133","04061","K21092"
"09130","09133","04061","K21093"
"09130","09133","04061","K05511"
"09130","09133","04061","K16595"
"09130","09133","04061","K05510"
"09130","09133","04061","K05509"
"09130","09133","04061","K21657"
"09130","09133","04061","K22624"
"09130","09133","04061","K23392"
"09130","09133","04061","K21040"
"09130","09133","04061","K14624"
"09130","09133","04061","K16598"
"09130","09133","04061","K16597"
"09130","09133","04061","K21097"
"09130","09133","04061","K21096"
"09130","09133","04061","K05513"
"09130","09133","04061","K21083"
"09130","09133","04061","K21095"
"09130","09133","04061","K21658"
"09130","09133","04061","K12964"
"09130","09133","04061","K21659"
"09130","09133","04061","K24266"
"09130","09133","04061","K14625"
"09130","09133","04061","K05514"
"09130","09133","04061","K13072"
"09130","09133","04061","K21094"
"09130","09133","04061","K05512"
"09130","09133","04061","K16062"
"09130","09133","04061","K05505"
"09130","09133","04061","K05506"
"09130","09133","04061","K10030"
"09130","09133","04061","K21046"
"09130","09133","04061","K10029"
"09130","09133","04061","K05407"
"09130","09133","04061","K05416"
"09130","09133","04061","K12671"
"09130","09133","04061","K12672"
"09130","09133","04061","K10032"
"09130","09133","04061","K10031"
"09130","09133","04061","K10033"
"09130","09133","04061","K05507"
"09130","09133","04061","K05508"
"09130","09133","04061","K05443"
"09130","09133","04061","K21533"
"09130","09133","04061","K05405"
"09130","09133","04061","K21670"
"09130","09133","04061","K05429"
"09130","09133","04061","K23069"
"09130","09133","04061","K05482"
"09130","09133","04061","K05485"
"09130","09133","04061","K05444"
"09130","09133","04061","K22667"
"09130","09133","04061","K22668"
"09130","09133","04061","K23426"
"09130","09133","04061","K03156"
"09130","09133","04061","K05468"
"09130","09133","04061","K05477"
"09130","09133","04061","K21807"
"09130","09133","04061","K23428"
"09130","09133","04061","K19264"
"09130","09133","04061","K04721"
"09130","09133","04061","K21049"
"09130","09133","04061","K22633"
"09130","09133","04061","K05453"
"09130","09133","04061","K04176"
"09130","09133","04061","K22781"
"09130","09133","04061","K23431"
"09130","09133","04061","K04177"
"09130","09133","04061","K23433"
"09130","09133","04061","K04178"
"09130","09133","04061","K04179"
"09130","09133","04061","K23432"
"09130","09133","04061","K23434"
"09130","09133","04061","K04180"
"09130","09133","04061","K04181"
"09130","09133","04061","K04183"
"09130","09133","04061","K21667"
"09130","09133","04061","K23427"
"09130","09133","04061","K04184"
"09130","09133","04061","K04186"
"09130","09133","04061","K04185"
"09130","09133","04061","K04182"
"09130","09133","04061","K04175"
"09130","09133","04061","K05050"
"09130","09133","04061","K04188"
"09130","09133","04061","K04190"
"09130","09133","04061","K04189"
"09130","09133","04061","K04304"
"09130","09133","04061","K04193"
"09130","09133","04061","K04192"
"09130","09133","04061","K05134"
"09130","09133","04061","K05135"
"09130","09133","04061","K05055"
"09130","09133","04061","K05060"
"09130","09133","04061","K05068"
"09130","09133","04061","K05069"
"09130","09133","04061","K05070"
"09130","09133","04061","K05173"
"09130","09133","04061","K05174"
"09130","09133","04061","K05136"
"09130","09133","04061","K05137"
"09130","09133","04061","K05138"
"09130","09133","04061","K03158"
"09130","09133","04061","K05141"
"09130","09133","04061","K03159"
"09130","09133","04061","K05152"
"09130","09133","04061","K04722"
"09130","09133","04061","K22701"
"09130","09133","04061","K22702"
"09130","09133","04061","K05090"
"09130","09133","04512","K06236"
"09130","09133","04512","K19719"
"09130","09133","04512","K06237"
"09130","09133","04512","K06238"
"09130","09133","04512","K08131"
"09130","09133","04512","K05637"
"09130","09133","04512","K06240"
"09130","09133","04512","K06241"
"09130","09133","04512","K05636"
"09130","09133","04512","K06243"
"09130","09133","04512","K06244"
"09130","09133","04512","K06245"
"09130","09133","04512","K05635"
"09130","09133","04512","K06246"
"09130","09133","04512","K06247"
"09130","09133","04512","K06248"
"09130","09133","04512","K06249"
"09130","09133","04512","K16857"
"09130","09133","04512","K04659"
"09130","09133","04512","K05717"
"09130","09133","04512","K06250"
"09130","09133","04512","K06251"
"09130","09133","04512","K06252"
"09130","09133","04512","K06824"
"09130","09133","04512","K23379"
"09130","09133","04512","K23380"
"09130","09133","04512","K23573"
"09130","09133","04512","K03900"
"09130","09133","04512","K06253"
"09130","09133","04512","K23328"
"09130","09133","04512","K26442"
"09130","09133","04512","K06254"
"09130","09133","04512","K06255"
"09130","09133","04512","K06480"
"09130","09133","04512","K06481"
"09130","09133","04512","K06476"
"09130","09133","04512","K06482"
"09130","09133","04512","K06483"
"09130","09133","04512","K06484"
"09130","09133","04512","K06485"
"09130","09133","04512","K06583"
"09130","09133","04512","K06584"
"09130","09133","04512","K06585"
"09130","09133","04512","K06586"
"09130","09133","04512","K06587"
"09130","09133","04512","K06487"
"09130","09133","04512","K05719"
"09130","09133","04512","K06493"
"09130","09133","04512","K06525"
"09130","09133","04512","K06588"
"09130","09133","04512","K06589"
"09130","09133","04512","K06590"
"09130","09133","04512","K06591"
"09130","09133","04512","K06256"
"09130","09133","04512","K06257"
"09130","09133","04512","K16338"
"09130","09133","04512","K06258"
"09130","09133","04512","K06259"
"09130","09133","04512","K06260"
"09130","09133","04512","K06261"
"09130","09133","04512","K06262"
"09130","09133","04512","K06263"
"09130","09133","04512","K06264"
"09130","09133","04512","K06265"
"09130","09133","04512","K06266"
"09130","09133","04512","K06267"
"09130","09133","04514","K06492"
"09130","09133","04514","K06449"
"09130","09133","04514","K23268"
"09130","09133","04514","K06791"
"09130","09133","04514","K05412"
"09130","09133","04514","K06745"
"09130","09133","04514","K06470"
"09130","09133","04514","K05413"
"09130","09133","04514","K06538"
"09130","09133","04514","K06710"
"09130","09133","04514","K06713"
"09130","09133","04514","K06752"
"09130","09133","04514","K10784"
"09130","09133","04514","K10785"
"09130","09133","04514","K06454"
"09130","09133","04514","K06751"
"09130","09133","04514","K06458"
"09130","09133","04514","K06459"
"09130","09133","04514","K06708"
"09130","09133","04514","K06746"
"09130","09133","04514","K06747"
"09130","09133","04514","K06744"
"09130","09133","04514","K03160"
"09130","09133","04514","K03161"
"09130","09133","04514","K06547"
"09130","09133","04514","K06456"
"09130","09133","04514","K06539"
"09130","09133","04514","K06567"
"09130","09133","04514","K06531"
"09130","09133","04514","K16350"
"09130","09133","04514","K05718"
"09130","09133","04514","K06464"
"09130","09133","04514","K06490"
"09130","09133","04514","K06523"
"09130","09133","04514","K06486"
"09130","09133","04514","K06467"
"09130","09133","04514","K06478"
"09130","09133","04514","K06548"
"09130","09133","04514","K06477"
"09130","09133","04514","K06592"
"09130","09133","04514","K06087"
"09130","09133","04514","K06088"
"09130","09133","04514","K06089"
"09130","09133","04514","K06735"
"09130","09133","04514","K06785"
"09130","09133","04514","K06787"
"09130","09133","04514","K06533"
"09130","09133","04514","K06471"
"09130","09133","04514","K06520"
"09130","09133","04514","K06461"
"09130","09133","04514","K06544"
"09130","09133","04514","K06496"
"09130","09133","04514","K06483"
"09130","09133","04514","K05719"
"09130","09133","04514","K06585"
"09130","09133","04514","K06527"
"09130","09133","04514","K06590"
"09130","09133","04514","K06779"
"09130","09133","04514","K06495"
"09130","09133","04514","K06815"
"09130","09133","04514","K06474"
"09130","09133","04514","K06816"
"09130","09133","04514","K06494"
"09130","09133","04514","K28137"
"09130","09133","04514","K06788"
"09130","09133","04514","K06081"
"09130","09133","04514","K06736"
"09130","09133","04514","K06491"
"09130","09133","04514","K06550"
"09130","09133","04514","K06781"
"09130","09133","04514","K06775"
"09130","09133","04514","K07522"
"09130","09133","04514","K07523"
"09130","09133","04514","K16359"
"09130","09133","04514","K16351"
"09130","09133","04514","K05695"
"09130","09133","04514","K16360"
