,2a,2b,2c,3a,3b,3c,4a,4b,5a,5b,5c,7a,7b,7c
K01915,7559,14333,18345,29739,20888,29074,48585,44057,26325,29861,37474,20922,18265,26840
K03035,775,1185,1676,1874,1376,1968,2816,2615,1086,1199,2004,1196,1254,1770
K02936,7888,10888,14229,15336,12202,15511,24017,21136,8529,10330,18385,8772,10067,14179
K11415,265,273,379,404,374,447,781,759,371,374,646,375,442,649
K01530,3632,4014,5696,6363,4830,7083,9993,9242,5036,4601,8535,6167,6053,9769
K00671,1974,2252,3251,4017,3113,4524,5191,5217,2350,2489,4413,2669,2585,4023
K15123,965,1211,1706,2952,2575,2728,4888,4905,2239,2675,4105,2276,2401,4104
K17508,524,575,1000,912,850,1139,1587,1594,610,714,1153,827,980,1523
K10394,0,0,0,0,2,2,2,0,0,0,0,5,0,0
K10885,1831,1974,2963,3436,2774,3701,5856,5977,3188,2723,4872,4029,3552,5306
K09496,8049,11171,15382,15773,11951,18537,23812,21008,9723,11349,18669,13241,12073,17608
K16186,1398,1591,2393,2573,2041,2911,3870,3936,1976,2030,3336,2470,2707,3859
K03019,32,66,113,92,72,112,92,114,36,33,89,34,56,74
K20603,147,181,215,368,297,393,652,643,284,251,514,305,319,530
K09503,6273,8747,11112,16611,12046,16365,24164,22765,11422,11361,20534,11017,10313,16726
K10258,653,960,1122,1520,1274,1617,1906,1716,860,916,1633,769,724,1404
K00814,3082,4092,5291,8407,6715,8474,15931,15215,7190,7850,13140,8250,8151,11636
K08794,962,1073,1556,1757,1462,2094,2503,2534,1217,1244,2195,1549,1479,2437
K14452,10,23,32,25,60,35,57,49,65,50,73,41,26,119
K07359,116,156,230,199,217,293,584,508,327,246,492,370,312,592
K21891,688,891,1155,1090,726,1097,983,911,376,479,705,289,327,537
K02212,5614,6801,9282,10353,8118,12523,14486,13768,6843,6895,11923,8170,7777,11827
K01810,956,1111,1653,1922,1832,2486,3970,3841,1623,1889,3040,2052,2079,3509
K10950,331,396,456,473,506,682,660,636,453,333,659,372,306,649
K14163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K14778,1049,1123,1611,2085,1770,2231,3048,2741,1530,1474,2943,1398,1569,2221
K02868,14840,18426,24005,27633,22227,27505,32791,30894,13173,15409,27949,12668,15167,21292
K16297,6125,7288,10310,14490,11294,13905,23713,20669,10152,11851,18116,12395,12665,19534
K23781,66,122,151,201,143,200,358,316,181,194,298,174,143,237
K18208,182,296,449,547,490,618,1256,1169,429,424,821,460,547,789
K02995,14458,18705,26243,28899,22123,29198,47902,43176,17407,20152,36608,20974,21245,30665
K00953,20,21,47,36,36,49,65,56,24,32,55,28,16,49
K12236,1220,1673,2517,2821,2173,3185,4103,4215,1879,1815,2980,3169,2831,4288
K18826,12,37,32,30,60,57,82,65,72,77,125,54,25,115
K11155,664,1023,1166,1486,1338,1571,2591,2283,1085,1088,2119,1215,1034,1995
K09488,3373,3532,5380,6251,5047,7192,9837,9257,4005,4101,6992,4414,4343,7401
K12613,31,29,47,32,42,48,143,95,82,60,121,80,34,138
K07955,350,654,844,1274,969,1228,2340,2106,1169,1329,2012,725,684,1324
K12035,131,576,764,664,393,588,1618,1253,897,974,918,979,937,925
K20899,6617,7043,9558,11226,9314,13071,22190,21518,11309,9458,17630,11555,12555,20410
K10578,312,508,563,680,589,701,890,915,461,470,830,404,410,716
K08959,4041,5775,7872,9173,7429,9375,17081,16147,7296,8174,12778,9425,9629,13698
K12403,165,236,306,368,312,343,513,466,186,272,401,175,213,315
K08176,409,683,844,1137,868,1174,2198,2013,1166,1041,1641,1217,1027,1993
K14213,3831,5200,7732,9102,8285,10296,14361,13880,6667,7525,11018,6522,6275,10387
K23518,18,26,44,38,52,65,131,100,63,65,105,64,56,102
K11253,404,644,825,916,771,1064,2070,1610,819,866,1414,733,741,1186
K03011,1290,1562,2134,2565,2050,2698,2052,1990,1115,1232,2001,1040,1180,1522
K16749,2012,2495,3391,3822,3134,4376,5858,5835,2996,2743,5159,3643,3686,5917
K18416,98,209,266,353,230,330,378,290,223,269,277,193,169,265
K21196,122,95,127,147,176,162,276,252,127,121,218,123,110,204
K11153,1318,1534,2292,3300,2778,3355,4740,4266,2397,2482,4105,2298,2564,3475
K10807,6560,7710,10290,13006,9553,14212,17962,16256,7426,7936,14647,9266,8603,12820
K14395,925,1127,1246,2397,1869,2142,2282,2095,1264,1510,2329,650,737,1224
K05766,1964,1991,3350,3591,3222,4516,6209,5889,2931,3189,5097,2816,3400,4490
K00876,652,866,1081,1282,936,1149,1265,1172,599,587,998,556,759,922
K05539,232,285,503,359,355,459,548,503,252,206,371,365,352,621
K00111,1012,1473,1803,2177,1911,2339,4525,4018,2157,2081,3259,2388,2184,4074
K02335,1534,1995,2534,3130,2668,3468,5168,5053,2378,2399,4179,2684,2716,4305
K21413,2115,2717,3791,4129,3589,4518,7815,6889,2898,3347,5969,3752,3856,6141
K02183,2884,5236,7182,9068,6584,8027,22352,19671,7575,9455,12747,6628,6802,10243
K19327,3606,3868,5264,6905,5941,7777,10995,9610,5800,5216,8740,3514,3579,7145
K04954,346,534,728,836,695,875,1480,1257,629,599,1036,804,750,1234
K04371,2194,2599,3186,4222,3083,4283,6453,6126,2832,2915,5341,3297,3608,5272
K13749,1074,1359,1966,2282,2026,2383,4152,3805,1987,1899,3357,2180,2036,3569
K04911,1892,2265,2965,3694,2950,4007,6550,6007,2978,2917,5335,3463,3347,5599
K20792,2397,2832,4024,4396,3705,5007,7819,7657,3402,3300,6134,4720,4547,7130
K01855,76,87,128,83,135,159,152,205,100,100,168,115,69,183
K26403,78,145,190,194,187,277,287,318,127,175,241,126,145,245
K14455,1225,1182,1751,2307,1838,2288,3211,3094,1579,1461,2811,1761,1890,2672
K10405,440,532,670,817,826,992,1507,1403,702,746,1324,607,444,1198
K24510,255,280,377,367,451,590,647,570,462,289,624,308,244,634
K24745,16,25,20,26,28,35,52,50,28,14,26,37,16,61
K03500,117,110,110,137,158,183,280,203,111,116,224,155,104,223
K12160,54,248,313,407,259,318,576,586,276,273,417,341,426,413
K16746,1436,1764,2276,2567,2191,2879,3875,3714,1967,1749,3078,1643,1832,2829
K14709,519,832,1056,1233,1185,1392,2196,2128,1141,1216,1934,999,942,1673
K07877,242,214,299,278,223,272,531,401,198,212,361,229,259,330
K04956,44,70,92,79,71,127,181,149,111,79,178,173,145,258
K14848,1280,1280,1685,2702,2149,2541,5334,5035,2645,2595,4785,2358,2534,3785
K08832,1437,1456,1915,2357,1990,2588,3384,3549,1959,1769,3092,1742,1968,3327
K23994,434,754,941,1615,1084,1498,1819,1738,1208,1139,1774,1017,1047,1388
K02256,0,4,5,19,10,5,20,7,8,2,14,1,0,17
K04563,4270,6207,7817,9912,7206,9973,15545,14344,7845,7703,12604,8034,8614,11345
K13342,148,213,302,301,303,328,639,658,322,321,510,392,391,810
K08955,1519,1624,2395,2609,2340,3090,4712,4164,1888,1964,3466,2441,2272,3959
K08654,2624,3031,4025,4226,3698,5137,8944,6741,3494,3238,6167,4640,4074,7872
K02088,1115,1760,2247,2640,2288,2533,3862,3753,1917,1865,3333,1741,1810,3029
K11352,1781,2351,2896,4190,3211,4092,7516,7076,3022,3567,6073,3013,3221,4671
K17081,1916,2405,3300,3306,2977,3694,6167,5992,2567,2931,4758,3184,3498,5090
K20800,675,851,1183,1340,1282,1615,2180,1916,1209,1277,2047,814,792,1485
K06276,531,513,815,1017,885,1174,1698,1638,839,841,1354,890,911,1344
K01803,6481,8479,11234,16414,14058,17348,23820,22330,10498,12164,19152,6607,7569,11603
K12389,364,478,537,448,406,605,849,773,408,416,753,552,461,923
K17619,14463,17349,24447,34526,25458,31459,70926,65316,27161,31036,52897,23985,29108,43184
K01887,1211,2608,3249,4036,2610,3131,7060,6424,2910,3303,4661,2049,3060,3698
K06672,1553,1902,2378,2753,2206,3363,5025,4584,2309,2127,3862,2444,2432,4456
K14777,700,794,1071,1098,931,1222,1888,1892,985,925,1606,1150,1331,1842
K08269,1001,1240,2111,1382,1998,2725,3161,3038,2038,1593,2925,2880,2290,5033
K25450,4103,11301,11813,23552,13693,18025,28054,33505,14664,14102,23652,16761,17238,19006
K08838,29,65,68,71,77,90,164,158,101,91,171,240,122,343
K19751,3473,4213,5777,6406,5635,7467,11799,10649,5366,5280,10058,6599,6175,9676
K13526,116,185,226,327,170,331,479,424,247,160,397,252,241,396
K02730,3925,4379,6496,7609,6112,7773,11265,10457,4507,5407,9040,4627,4941,7629
K12795,3424,4791,6861,7044,5271,7449,13236,11795,4662,4854,9100,5597,5684,7320
K01176,4977,5630,8331,10741,9508,11865,17286,15358,7746,8579,14273,7868,8671,13174
K02887,338,449,643,823,515,680,1312,1202,437,537,875,476,563,809
K13507,1288,1553,2014,2148,2065,2620,4436,3946,2123,1930,3591,2191,1919,3695
K06968,84,112,125,150,190,214,295,234,153,166,263,150,110,304
K04097,8014,9045,13516,16712,15278,18882,29084,28777,12346,15096,21816,10151,11486,17779
K03685,6406,7953,10030,14418,10933,13205,26746,26268,12529,11255,22092,11612,10843,18565
K03438,11,0,5,1,3,2,14,11,13,4,2,2,4,8
K22531,17,25,47,36,39,54,111,59,25,33,63,56,54,64
K03165,375,329,472,482,444,615,632,649,501,341,610,434,547,678
K16487,11676,11695,16325,17041,13187,20173,27295,26291,12566,10417,20347,16392,17411,26124
K12141,93,151,166,235,158,239,305,328,218,170,334,171,168,243
K10391,1580,1838,2390,2868,2249,3131,3694,3536,2013,1983,3375,1956,1776,2624
K11294,516,651,926,996,737,1051,1429,1436,679,751,1205,719,817,1142
K16474,11524,14337,19223,22534,16788,25025,37399,34359,15693,16156,28714,19636,19321,28758
K10632,6,28,24,27,38,46,79,66,32,43,58,41,33,109
